USER_SCORE,WORLD_SCORE,STRESS,MON,TUE,WED,THU,RAIN,TEMP
1.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
3.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
1.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
2.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
2.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
4.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
3.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
4.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
1.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
0.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
1.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
2.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
1.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
1.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
4.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
1.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
2.0,1.7529740296006702,29.542697150516155,0,0,1,0,0.0,-1.0
1.6666666666666667,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
1.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
4.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
1.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
1.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
2.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
2.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
2.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
2.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
2.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
1.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
4.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
1.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
3.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
3.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
1.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
2.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
2.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
2.0,1.7896799477465708,14.44853917234802,0,0,0,1,0.0,-1.4
3.6666666666666665,1.6976909608229371,40.896156869820736,0,0,0,0,0.0,-10.4
3.0,1.6976909608229371,40.896156869820736,0,0,0,0,0.0,-10.4
3.0,1.6976909608229371,40.896156869820736,0,0,0,0,0.0,-10.4
1.0,1.6976909608229371,40.896156869820736,0,0,0,0,0.0,-10.4
1.0,1.6976909608229371,40.896156869820736,0,0,0,0,0.0,-10.4
2.3333333333333335,1.6976909608229371,40.896156869820736,0,0,0,0,0.0,-10.4
1.0,1.6976909608229371,40.896156869820736,0,0,0,0,0.0,-10.4
3.0,1.6976909608229371,40.896156869820736,0,0,0,0,0.0,-10.4
2.0,1.6976909608229371,40.896156869820736,0,0,0,0,0.0,-10.4
1.0,1.6976909608229371,40.896156869820736,0,0,0,0,0.0,-10.4
1.0,1.6976909608229371,40.896156869820736,0,0,0,0,0.0,-10.4
1.0,1.6976909608229371,40.896156869820736,0,0,0,0,0.0,-10.4
1.0,1.6976909608229371,40.896156869820736,0,0,0,0,0.0,-10.4
3.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
3.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
3.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
1.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
1.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
1.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
2.6666666666666665,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
2.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
3.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
2.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
3.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
3.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
1.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
3.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
4.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
1.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
3.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
1.0,1.9604974396488661,135.5970963875607,1,0,0,0,28.8,-4.4
3.0,1.8018655516243165,81.89108553606638,0,1,0,0,1.2,-6.3
2.0,1.8018655516243165,81.89108553606638,0,1,0,0,1.2,-6.3
1.0,1.8018655516243165,81.89108553606638,0,1,0,0,1.2,-6.3
4.0,1.8018655516243165,81.89108553606638,0,1,0,0,1.2,-6.3
1.5,1.8018655516243165,81.89108553606638,0,1,0,0,1.2,-6.3
4.0,1.8018655516243165,81.89108553606638,0,1,0,0,1.2,-6.3
2.0,1.8018655516243165,81.89108553606638,0,1,0,0,1.2,-6.3
4.0,1.8018655516243165,81.89108553606638,0,1,0,0,1.2,-6.3
4.0,1.8018655516243165,81.89108553606638,0,1,0,0,1.2,-6.3
3.0,1.8018655516243165,81.89108553606638,0,1,0,0,1.2,-6.3
2.0,1.8018655516243165,81.89108553606638,0,1,0,0,1.2,-6.3
0.0,1.8018655516243165,81.89108553606638,0,1,0,0,1.2,-6.3
1.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
1.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
1.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
0.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
1.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
1.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
1.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
1.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
2.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
4.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
1.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
4.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
4.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
4.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
4.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
1.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
2.0,1.734273832710428,31.50424007320247,0,0,1,0,0.0,-2.6
3.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
3.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
3.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
3.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
1.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
2.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
1.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
0.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
1.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
4.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
1.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
2.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
1.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
4.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
2.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
1.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
4.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
1.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
1.6666666666666667,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
3.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
1.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
2.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
1.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
0.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
1.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
1.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
2.0,1.7549672067901234,21.654111839985575,0,0,0,1,0.0,-13.8
2.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
4.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
1.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
4.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
0.5,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
1.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
1.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
4.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
3.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
2.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
1.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
3.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
2.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
2.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
2.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
1.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
1.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
2.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
2.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
2.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
2.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
2.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
2.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
1.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
2.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
1.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
1.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
2.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
1.0,1.5549429101200352,33.283975358601936,0,0,0,0,0.0,-14.9
3.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
3.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
1.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
0.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
1.5,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
1.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
4.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
2.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
3.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
3.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
3.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
3.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
3.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
3.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
3.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
3.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
1.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
1.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
1.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
1.0,1.7707410511193584,59.73347466910673,1,0,0,0,3.6,-11.6
3.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
3.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
3.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
2.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
3.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
4.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
0.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
1.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
2.0,1.6409360810338804,65.5994935110126,0,1,0,0,0.0,-11.4
2.0,1.7561211707094864,104.44581341100357,0,0,1,0,0.0,0.0
2.0,1.7561211707094864,104.44581341100357,0,0,1,0,0.0,0.0
3.0,1.7561211707094864,104.44581341100357,0,0,1,0,0.0,0.0
3.0,1.7561211707094864,104.44581341100357,0,0,1,0,0.0,0.0
4.0,1.7561211707094864,104.44581341100357,0,0,1,0,0.0,0.0
4.0,1.7561211707094864,104.44581341100357,0,0,1,0,0.0,0.0
1.0,1.7561211707094864,104.44581341100357,0,0,1,0,0.0,0.0
3.0,1.7561211707094864,104.44581341100357,0,0,1,0,0.0,0.0
1.0,1.7561211707094864,104.44581341100357,0,0,1,0,0.0,0.0
3.0,1.7561211707094864,104.44581341100357,0,0,1,0,0.0,0.0
2.0,1.7561211707094864,104.44581341100357,0,0,1,0,0.0,0.0
2.0,1.7561211707094864,104.44581341100357,0,0,1,0,0.0,0.0
1.0,1.7561211707094864,104.44581341100357,0,0,1,0,0.0,0.0
2.0,1.7561211707094864,104.44581341100357,0,0,1,0,0.0,0.0
3.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
1.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
3.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
3.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
3.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
4.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
1.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
2.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
3.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
1.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
2.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
1.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
3.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
0.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
4.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
2.0,1.847496761840401,47.220058510432644,0,0,0,1,0.4,-8.9
3.0,1.7144648247039702,51.48187336486538,0,0,0,0,0.0,-11.2
3.5,1.7144648247039702,51.48187336486538,0,0,0,0,0.0,-11.2
1.0,1.7144648247039702,51.48187336486538,0,0,0,0,0.0,-11.2
1.0,1.7144648247039702,51.48187336486538,0,0,0,0,0.0,-11.2
4.0,1.7144648247039702,51.48187336486538,0,0,0,0,0.0,-11.2
1.0,1.7144648247039702,51.48187336486538,0,0,0,0,0.0,-11.2
4.0,1.7144648247039702,51.48187336486538,0,0,0,0,0.0,-11.2
4.0,1.7144648247039702,51.48187336486538,0,0,0,0,0.0,-11.2
1.0,1.7144648247039702,51.48187336486538,0,0,0,0,0.0,-11.2
2.0,1.7144648247039702,51.48187336486538,0,0,0,0,0.0,-11.2
3.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
1.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
2.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
1.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
2.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
1.5,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
2.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
1.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
2.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
2.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
2.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
2.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
2.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
1.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
4.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
0.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
1.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
1.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
1.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
1.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
2.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
1.0,1.7241965074403751,44.80429291302051,1,0,0,0,0.0,-4.0
1.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
2.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
3.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
3.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
2.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
3.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
2.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
3.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
4.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
4.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
4.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
1.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
1.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
1.3333333333333333,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
0.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
2.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
1.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
1.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
3.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
1.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
3.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
4.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
5.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
5.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
2.0,1.82031654676259,31.334282731689715,0,1,0,0,0.0,-2.2
2.0,1.8592341147767053,61.942733236245545,0,0,1,0,11.4,0.8
