USER_SCORE,TORONTO,STRESS,TORONTO_STRESS
3.0,1,0,0
0.0,1,0,0
3.0,1,0,0
3.0,1,0,0
0.0,1,0,0
2.0,1,0,0
1.0,1,0,0
0.0,1,0,0
1.0,1,0,0
0.0,1,0,0
0.0,1,0,0
3.0,1,0,0
0.0,1,0,0
0.0,1,0,0
3.0,1,0,0
1.0,1,0,0
0.0,1,0,0
0.0,1,0,0
1.6666666666666667,1,0,0
0.0,1,0,0
2.0,1,0,0
0.0,1,0,0
0.0,1,0,0
0.0,1,0,0
0.0,1,0,0
0.0,1,0,0
4.0,1,0,0
0.0,1,0,0
0.0,1,0,0
2.0,1,0,0
4.0,1,0,0
0.0,1,0,0
0.0,1,0,0
3.0,1,0,0
0.0,1,0,0
0.0,1,0,0
0.0,1,0,0
0.0,1,0,0
0.0,1,0,0
4.0,1,0,0
4.0,1,0,0
0.0,1,0,0
0.0,1,0,0
4.0,1,0,0
0.0,1,0,0
3.0,1,0,0
0.0,1,0,0
0.0,1,0,0
1.0,1,0,0
0.0,1,0,0
4.0,1,0,0
1.0,1,0,0
2.0,1,0,0
4.0,1,0,0
1.0,1,0,0
0.0,1,0,0
1.0,1,0,0
1.0,1,0,0
4.0,1,0,0
4.0,1,0,0
0.0,1,0,0
4.0,1,0,0
4.0,1,0,0
4.0,1,0,0
1.0,1,0,0
4.0,1,0,0
4.0,1,0,0
1.0,1,0,0
2.5,1,0,0
1.0,1,0,0
1.0,1,0,0
2.0,1,0,0
3.0,1,0,0
4.0,1,0,0
0.0,1,0,0
0.0,1,0,0
4.0,1,0,0
0.0,1,0,0
1.5,1,0,0
4.0,1,0,0
4.0,1,0,0
3.0,1,0,0
4.0,1,0,0
0.0,1,0,0
2.0,1,0,0
1.0,1,0,0
3.0,1,0,0
4.0,1,0,0
4.0,1,0,0
2.5,1,0,0
2.0,1,0,0
0.5,1,0,0
4.0,1,0,0
4.0,1,0,0
4.0,1,0,0
0.0,1,0,0
4.0,1,0,0
4.0,1,0,0
4.0,1,0,0
4.0,1,0,0
0.5,1,0,0
1.0,1,0,0
0.0,1,0,0
0.0,1,0,0
4.0,1,0,0
4.0,1,0,0
1.0,1,0,0
4.0,1,0,0
3.0,1,0,0
1.0,1,0,0
1.0,1,0,0
1.0,1,0,0
2.0,1,0,0
2.0,1,0,0
1.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
0.0,1,0,0
2.0,1,0,0
1.0,1,0,0
1.0,1,0,0
3.0,1,0,0
1.0,1,0,0
2.0,1,0,0
1.0,1,0,0
1.0,1,0,0
1.0,1,0,0
2.0,1,0,0
1.0,1,0,0
2.0,1,0,0
2.0,1,0,0
3.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
3.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
1.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.5,1,0,0
2.0,1,0,0
2.0,1,0,0
1.0,1,0,0
1.0,1,0,0
2.5,1,0,0
1.0,1,0,0
2.0,1,0,0
2.0,1,0,0
3.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.5,1,0,0
2.0,1,0,0
3.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
1.0,1,0,0
3.0,1,0,0
2.0,1,0,0
3.0,1,0,0
2.0,1,0,0
1.0,1,0,0
1.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
3.0,1,0,0
2.0,1,0,0
1.0,1,0,0
2.0,1,0,0
2.0,1,0,0
2.0,1,0,0
3.0,1,0,0
